,Episode,Mean,Stddev
996,996,26.29164,20.41673
997,997,36.5,0
998,998,36.5,0
999,999,36.5,0
1000,1000,36.5,0
1001,1001,36.5,0
1002,1002,36.5,0
1003,1003,36.5,0
1004,1004,36.5,0
1005,1005,36.5,0
1006,1006,36.5,0
1007,1007,36.5,0
1008,1008,36.5,0
1009,1009,36.5,0
1010,1010,36.5,0
1011,1011,36.5,0
1012,1012,36.5,0
1013,1013,36.5,0
1014,1014,26.86018,19.27964
1015,1015,36.5,0
1016,1016,36.5,0
1017,1017,36.5,0
1018,1018,36.5,0
1019,1019,36.5,0
1020,1020,36.5,0
1021,1021,36.5,0
1022,1022,36.5,0
1023,1023,36.5,0
1024,1024,36.5,0
1025,1025,36.5,0
1026,1026,6.92364,24.16747
1027,1027,36.5,0
1028,1028,17.11753,23.73968
1029,1029,36.5,0
1030,1030,36.5,0
1031,1031,26.74421,19.51157
1032,1032,36.5,0
1033,1033,36.5,0
1034,1034,36.5,0
1035,1035,36.5,0
1036,1036,36.5,0
1037,1037,26.84903,19.30194
1038,1038,26.89354,19.21293
1039,1039,36.4,0.2
1040,1040,36.5,0
1041,1041,36.5,0
1042,1042,36.5,0
1043,1043,36.5,0
1044,1044,36.4,0.2
1045,1045,36.5,0
1046,1046,36.5,0
1047,1047,36.5,0
1048,1048,36.5,0
1049,1049,36.5,0
1050,1050,36.5,0
1051,1051,36.5,0
1052,1052,36.5,0
1053,1053,36.5,0
1054,1054,36.5,0
1055,1055,36.5,0
1056,1056,36.5,0
1057,1057,36.5,0
1058,1058,36.5,0
1059,1059,36.5,0
1060,1060,36.5,0
1061,1061,36.5,0
1062,1062,36.5,0
1063,1063,36.5,0
1064,1064,26.95992,19.08017
1065,1065,36.5,0
1066,1066,36.5,0
1067,1067,36.5,0
1068,1068,36.5,0
1069,1069,36.5,0
1070,1070,36.5,0
1071,1071,26.90943,19.18115
1072,1072,26.81809,19.36383
1073,1073,36.5,0
1074,1074,36.5,0
1075,1075,36.5,0
1076,1076,36.5,0
1077,1077,36.5,0
1078,1078,36.5,0
1079,1079,36.5,0
1080,1080,36.5,0
1081,1081,36.5,0
1082,1082,36.5,0
1083,1083,25.44994,22.10013
1084,1084,36.5,0
1085,1085,36.5,0
1086,1086,36.5,0
1087,1087,36.5,0
1088,1088,36.5,0
1089,1089,36.5,0
1090,1090,36.5,0
1091,1091,36.5,0
1092,1092,13.20192,28.92113
1093,1093,36.5,0
1094,1094,22.4,28.2
1095,1095,23.43557,26.12885
1096,1096,36.5,0
1097,1097,26.11807,20.76387
1098,1098,36.5,0
1099,1099,22.62699,27.74603
1100,1100,36.5,0
1101,1101,36.5,0
1102,1102,36.5,0
1103,1103,36.5,0
1104,1104,36.5,0
1105,1105,36.5,0
1106,1106,23.40379,26.19242
1107,1107,36.5,0
1108,1108,36.5,0
1109,1109,36.5,0
1110,1110,36.5,0
1111,1111,36.5,0
1112,1112,36.5,0
1113,1113,36.5,0
1114,1114,36.5,0
1115,1115,36.5,0
1116,1116,36.5,0
1117,1117,36.5,0
1118,1118,36.5,0
1119,1119,36.5,0
1120,1120,36.5,0
1121,1121,36.5,0
1122,1122,36.5,0
1123,1123,36.5,0
1124,1124,20.06819,32.86361
1125,1125,36.5,0
1126,1126,36.5,0
1127,1127,26.09684,20.80631
1128,1128,36.5,0
1129,1129,36.5,0
1130,1130,23.84154,25.31693
1131,1131,36.5,0
1132,1132,36.5,0
1133,1133,36.5,0
1134,1134,36.5,0
1135,1135,23.44413,26.11174
1136,1136,36.5,0
1137,1137,36.5,0
1138,1138,23.62997,25.74005
1139,1139,36.5,0
1140,1140,36.5,0
1141,1141,36.5,0
1142,1142,26.84333,19.31334
1143,1143,36.5,0
1144,1144,36.5,0
1145,1145,36.5,0
1146,1146,36.5,0
1147,1147,9.84619,32.6499
1148,1148,36.5,0
1149,1149,36.5,0
1150,1150,36.5,0
1151,1151,36.5,0
1152,1152,36.5,0
1153,1153,36.5,0
1154,1154,36.5,0
1155,1155,36.5,0
1156,1156,36.5,0
1157,1157,36.5,0
1158,1158,26.88585,19.22831
1159,1159,16.61906,24.35317
1160,1160,36.5,0
1161,1161,16.68065,39.63869
1162,1162,36.5,0
1163,1163,16.21453,24.88546
1164,1164,36.5,0
1165,1165,25.55281,21.89439
1166,1166,26.20294,20.59412
1167,1167,36.5,0
1168,1168,36.5,0
1169,1169,36.5,0
1170,1170,36.5,0
1171,1171,36.5,0
1172,1172,36.5,0
1173,1173,16.65731,39.68539
1174,1174,36.5,0
1175,1175,36.5,0
1176,1176,36.5,0
1177,1177,23.10283,26.79434
1178,1178,25.83198,21.33604
1179,1179,36.5,0
1180,1180,36.5,0
1181,1181,36.5,0
1182,1182,15.00078,42.99844
1183,1183,36.5,0
1184,1184,36.5,0
1185,1185,36.5,0
1186,1186,36.5,0
1187,1187,36.5,0
1188,1188,36.5,0
1189,1189,36.5,0
1190,1190,36.5,0
1191,1191,36.5,0
1192,1192,36.5,0
1193,1193,36.5,0
1194,1194,36.5,0
1195,1195,27.04298,18.91403
1196,1196,36.5,0
1197,1197,36.5,0
1198,1198,36.5,0
1199,1199,36.5,0
1200,1200,26.30208,20.39584
1201,1201,36.5,0
1202,1202,36.5,0
1203,1203,36.5,0
1204,1204,36.5,0
1205,1205,36.5,0
1206,1206,36.5,0
1207,1207,36.5,0
1208,1208,23.09802,26.80395
1209,1209,36.5,0
1210,1210,36.5,0
1211,1211,36.5,0
1212,1212,23.0407,26.91861
1213,1213,36.5,0
1214,1214,36.5,0
1215,1215,36.5,0
1216,1216,36.5,0
1217,1217,36.5,0
1218,1218,26.24423,20.51153
1219,1219,36.5,0
1220,1220,36.5,0
1221,1221,36.5,0
1222,1222,36.5,0
1223,1223,36.5,0
1224,1224,36.5,0
1225,1225,36.5,0
1226,1226,36.5,0
1227,1227,36.5,0
1228,1228,36.5,0
1229,1229,36.5,0
1230,1230,36.5,0
1231,1231,36.5,0
1232,1232,36.5,0
1233,1233,36.5,0
1234,1234,36.5,0
1235,1235,36.5,0
1236,1236,36.5,0
1237,1237,36.5,0
1238,1238,36.5,0
1239,1239,36.5,0
1240,1240,36.5,0
1241,1241,36.5,0
1242,1242,36.5,0
1243,1243,36.5,0
1244,1244,17.39623,38.20753
1245,1245,36.5,0
1246,1246,36.5,0
1247,1247,36.5,0
1248,1248,36.5,0
1249,1249,36.5,0
1250,1250,36.5,0
1251,1251,26.69539,19.60921
1252,1252,36.5,0
1253,1253,36.5,0
1254,1254,36.5,0
1255,1255,36.5,0
1256,1256,36.5,0
1257,1257,36.5,0
1258,1258,15.85133,41.29734
1259,1259,36.5,0
1260,1260,36.5,0
1261,1261,36.5,0
1262,1262,36.5,0
1263,1263,36.5,0
1264,1264,36.5,0
1265,1265,36.5,0
1266,1266,36.5,0
1267,1267,36.5,0
1268,1268,36.5,0
1269,1269,36.5,0
1270,1270,25.84394,21.31212
1271,1271,36.5,0
1272,1272,36.5,0
1273,1273,36.5,0
1274,1274,36.5,0
1275,1275,36.5,0
1276,1276,36.5,0
1277,1277,36.5,0
1278,1278,36.5,0
1279,1279,36.5,0
1280,1280,36.5,0
1281,1281,36.5,0
1282,1282,36.5,0
1283,1283,36.5,0
1284,1284,36.5,0
1285,1285,36.5,0
1286,1286,36.5,0
1287,1287,36.5,0
1288,1288,36.5,0
1289,1289,36.5,0
1290,1290,25.29824,22.40351
1291,1291,22.60349,27.79302
1292,1292,36.5,0
1293,1293,36.5,0
1294,1294,36.5,0
1295,1295,36.5,0
1296,1296,36.5,0
1297,1297,36.5,0
1298,1298,36.5,0
1299,1299,36.5,0
1300,1300,36.5,0
1301,1301,36.5,0
1302,1302,36.5,0
1303,1303,36.5,0
1304,1304,21.93576,25.12848
1305,1305,5.39435,23.78689
1306,1306,24.2804,20.4392
1307,1307,34.5,0
1308,1308,14.82829,39.34341
1309,1309,34.5,0
1310,1310,34.5,0
1311,1311,34.5,0
1312,1312,36.5,0
1313,1313,25.61441,21.77118
1314,1314,36.5,0
1315,1315,26.68131,19.63737
1316,1316,36.5,0
1317,1317,36.5,0
1318,1318,36.5,0
1319,1319,36.5,0
1320,1320,36.5,0
1321,1321,36.5,0
1322,1322,36.5,0
1323,1323,36.5,0
1324,1324,36.5,0
1325,1325,36.5,0
1326,1326,36.5,0
1327,1327,36.5,0
1328,1328,23.47234,26.05532
1329,1329,36.5,0
1330,1330,36.5,0
1331,1331,36.5,0
1332,1332,36.5,0
1333,1333,36.5,0
1334,1334,36.4,0.2
1335,1335,36.5,0
1336,1336,36.5,0
1337,1337,36.4,0.2
1338,1338,36.5,0
1339,1339,36.5,0
1340,1340,36.5,0
1341,1341,36.5,0
1342,1342,36.5,0
1343,1343,36.5,0
1344,1344,36.5,0
1345,1345,36.5,0
1346,1346,15.85044,41.29912
1347,1347,36.5,0
1348,1348,36.5,0
1349,1349,36.5,0
1350,1350,36.5,0
1351,1351,36.5,0
1352,1352,36.5,0
1353,1353,36.5,0
1354,1354,36.5,0
1355,1355,36.4,0.2
1356,1356,36.5,0
1357,1357,36.5,0
1358,1358,36.4,0.2
1359,1359,36.5,0
1360,1360,36.5,0
1361,1361,36.5,0
1362,1362,36.5,0
1363,1363,36.5,0
1364,1364,36.5,0
1365,1365,36.4,0.2
1366,1366,36.5,0
1367,1367,36.4,0.2
1368,1368,36.5,0
1369,1369,36.5,0
1370,1370,25.30039,22.39922
1371,1371,36.5,0
1372,1372,36.4,0.2
1373,1373,36.5,0
1374,1374,36.5,0
1375,1375,36.5,0
1376,1376,36.5,0
1377,1377,36.5,0
1378,1378,36.5,0
1379,1379,15.97202,41.05596
1380,1380,36.5,0
1381,1381,36.5,0
1382,1382,36.5,0
1383,1383,15.02675,42.94651
1384,1384,36.5,0
1385,1385,26.22129,20.55742
1386,1386,36.4,0.2
1387,1387,36.4,0.2
1388,1388,36.5,0
1389,1389,36.5,0
1390,1390,36.5,0
1391,1391,36.4,0.2
1392,1392,36.5,0
1393,1393,36.5,0
1394,1394,36.4,0.2
1395,1395,36.5,0
1396,1396,36.5,0
1397,1397,36.5,0
1398,1398,36.5,0
1399,1399,36.5,0
1400,1400,36.4,0.2
1401,1401,36.5,0
1402,1402,36.5,0
1403,1403,36.5,0
1404,1404,26.5167,19.96659
1405,1405,36.5,0
1406,1406,36.5,0
1407,1407,36.5,0
1408,1408,15.68616,41.62768
1409,1409,36.5,0
1410,1410,36.5,0
1411,1411,16.50993,39.98013
1412,1412,36.5,0
1413,1413,36.4,0.2
1414,1414,36.5,0
1415,1415,36.5,0
1416,1416,36.5,0
1417,1417,25.64796,21.70408
1418,1418,36.5,0
1419,1419,36.4,0.2
1420,1420,36.5,0
1421,1421,36.5,0
1422,1422,36.5,0
1423,1423,36.5,0
1424,1424,18.05452,36.89096
1425,1425,36.5,0
1426,1426,36.5,0
1427,1427,36.5,0
1428,1428,36.5,0
1429,1429,36.5,0
1430,1430,36.5,0
1431,1431,36.3,0.24495
1432,1432,26.24914,20.50171
1433,1433,36.5,0
1434,1434,36.5,0
1435,1435,36.4,0.2
1436,1436,36.5,0
1437,1437,25.93447,21.13105
1438,1438,36.5,0
1439,1439,36.5,0
1440,1440,36.4,0.2
1441,1441,36.5,0
1442,1442,36.4,0.2
1443,1443,36.5,0
1444,1444,36.5,0
1445,1445,36.5,0
1446,1446,36.5,0
1447,1447,36.5,0
1448,1448,36.5,0
1449,1449,36.3,0.24495
1450,1450,36.4,0.2
1451,1451,25.50516,21.98969
1452,1452,36.4,0.2
1453,1453,36.5,0
1454,1454,26.2328,20.5344
1455,1455,36.5,0
1456,1456,36.5,0
1457,1457,36.3,0.24495
1458,1458,36.5,0
1459,1459,36.5,0
1460,1460,36.5,0
1461,1461,36.5,0
1462,1462,36.5,0
1463,1463,36.5,0
1464,1464,36.4,0.2
1465,1465,36.5,0
1466,1466,36.5,0
1467,1467,36.5,0
1468,1468,36.4,0.2
1469,1469,25.42644,22.14711
1470,1470,36.4,0.2
1471,1471,36.5,0
1472,1472,36.5,0
1473,1473,36.5,0
1474,1474,36.5,0
1475,1475,36.5,0
1476,1476,36.5,0
1477,1477,36.5,0
1478,1478,36.5,0
1479,1479,36.5,0
1480,1480,36.5,0
1481,1481,36.5,0
1482,1482,36.5,0
1483,1483,36.5,0
1484,1484,36.5,0
1485,1485,36.4,0.2
1486,1486,36.5,0
1487,1487,36.5,0
1488,1488,36.5,0
1489,1489,36.5,0
1490,1490,36.3,0.24495
1491,1491,36.5,0
1492,1492,36.5,0
1493,1493,36.5,0
1494,1494,36.5,0
1495,1495,36.3,0.24495
1496,1496,36.5,0
1497,1497,36.5,0
1498,1498,36.5,0
1499,1499,26.55152,19.64791
1500,1500,36.5,0
1501,1501,36.5,0
1502,1502,25.76261,21.47479
1503,1503,36.5,0
1504,1504,25.6396,21.7208
1505,1505,36.5,0
1506,1506,16.45537,39.83973
1507,1507,36.5,0
1508,1508,36.5,0
1509,1509,36.5,0
1510,1510,26.25585,20.48831
1511,1511,36.3,0.24495
1512,1512,36.5,0
1513,1513,36.5,0
1514,1514,36.5,0
1515,1515,36.5,0
1516,1516,36.5,0
1517,1517,36.5,0
1518,1518,36.5,0
1519,1519,36.5,0
1520,1520,36.5,0
1521,1521,25.42388,22.15225
1522,1522,36.5,0
1523,1523,36.5,0
1524,1524,36.5,0
1525,1525,36.4,0.2
1526,1526,36.5,0
1527,1527,36.5,0
1528,1528,36.5,0
1529,1529,36.5,0
1530,1530,36.5,0
1531,1531,36.5,0
1532,1532,36.5,0
1533,1533,36.5,0
1534,1534,27.02193,18.95614
1535,1535,26.07954,20.84091
1536,1536,36.5,0
1537,1537,36.5,0
1538,1538,36.5,0
1539,1539,36.4,0.2
1540,1540,36.5,0
1541,1541,36.5,0
1542,1542,36.5,0
1543,1543,36.5,0
1544,1544,36.5,0
1545,1545,25.49442,22.01116
1546,1546,36.4,0.2
1547,1547,25.75076,21.49847
1548,1548,36.5,0
1549,1549,36.5,0
1550,1550,36.5,0
1551,1551,36.5,0
1552,1552,36.5,0
1553,1553,36.5,0
1554,1554,36.5,0
1555,1555,36.5,0
1556,1556,36.5,0
1557,1557,36.4,0.2
1558,1558,36.5,0
1559,1559,36.5,0
1560,1560,36.5,0
1561,1561,36.5,0
1562,1562,36.5,0
1563,1563,36.5,0
1564,1564,25.62453,21.75094
1565,1565,36.5,0
1566,1566,36.5,0
1567,1567,36.5,0
1568,1568,36.5,0
1569,1569,36.5,0
1570,1570,36,0.63246
1571,1571,36.3,0.24495
1572,1572,36.4,0.2
1573,1573,36.3,0.24495
1574,1574,36.5,0
1575,1575,36.5,0
1576,1576,36.4,0.2
1577,1577,36.3,0.24495
1578,1578,36.3,0.24495
1579,1579,36.3,0.24495
1580,1580,36.5,0
1581,1581,36.4,0.2
1582,1582,36.5,0
1583,1583,26.49517,20.00966
1584,1584,36.4,0.2
1585,1585,36.5,0
1586,1586,36.1,0.2
1587,1587,36.4,0.2
1588,1588,36.5,0
1589,1589,36,0
1590,1590,15.91932,40.16136
1591,1591,36,0
1592,1592,36,0
1593,1593,36,0
1594,1594,36,0
1595,1595,25.84231,20.31538
1596,1596,36,0
1597,1597,36,0
1598,1598,36,0
1599,1599,36,0
1600,1600,36,0
1601,1601,15.35418,41.29164
1602,1602,36,0
1603,1603,36,0
1604,1604,36,0
1605,1605,25.615,20.77
1606,1606,5.15641,40.63988
1607,1607,36,0
1608,1608,26.687,18.62601
1609,1609,12.97996,45.54062
1610,1610,25.98335,19.53457
1611,1611,35.5,0.63246
1612,1612,36,0
1613,1613,36,0
1614,1614,0.65471,43.48141
1615,1615,36,0
1616,1616,36,0
1617,1617,36,0
1618,1618,15.62321,40.75357
1619,1619,15.16762,41.66476
1620,1620,36,0
1621,1621,36,0
1622,1622,36,0
1623,1623,19.37195,33.25611
1624,1624,25.08523,21.82954
1625,1625,-0.43898,52.06656
1626,1626,25.74361,20.51278
1627,1627,36,0
1628,1628,36.1,0.2
1629,1629,36,0
1630,1630,36,0
1631,1631,25.88666,20.22668
1632,1632,36,0
1633,1633,36,0
1634,1634,36,0
1635,1635,36,0
1636,1636,36,0
1637,1637,36,0
1638,1638,36,0
1639,1639,36,0
1640,1640,14.03967,43.92065
1641,1641,36,0
1642,1642,36,0
1643,1643,36,0
1644,1644,36,0
1645,1645,25.81614,20.36772
1646,1646,25.90335,20.19329
1647,1647,6.1143,39.5175
1648,1648,36,0
1649,1649,36.2,0.24495
1650,1650,25.94797,21.10407
1651,1651,36.5,0
1652,1652,36.5,0
1653,1653,36.5,0
1654,1654,36.5,0
1655,1655,36.5,0
1656,1656,36.5,0
1657,1657,36.5,0
1658,1658,36.5,0
1659,1659,36.5,0
1660,1660,36.4,0.2
1661,1661,36.5,0
1662,1662,36.5,0
1663,1663,36.5,0
1664,1664,36.5,0
1665,1665,36.5,0
1666,1666,36.5,0
1667,1667,36.5,0
1668,1668,36.5,0
1669,1669,36.5,0
1670,1670,36.5,0
1671,1671,36.5,0
1672,1672,36.5,0
1673,1673,36.5,0
1674,1674,36.5,0
1675,1675,36.5,0
1676,1676,29.23878,14.52245
1677,1677,36.5,0
1678,1678,36.5,0
1679,1679,16.70947,39.58107
1680,1680,36.5,0
1681,1681,36.5,0
1682,1682,36.5,0
1683,1683,36.3,0.4
1684,1684,36.5,0
1685,1685,36.5,0
1686,1686,36.5,0
1687,1687,36.5,0
1688,1688,29.04978,14.90043
1689,1689,36.5,0
1690,1690,36.5,0
1691,1691,17.7746,37.45081
1692,1692,36.5,0
1693,1693,36.5,0
1694,1694,36.5,0
1695,1695,36.4,0.2
1696,1696,36.5,0
1697,1697,36.5,0
1698,1698,36.4,0.2
1699,1699,36.5,0
1700,1700,36.5,0
1701,1701,36.4,0.2
1702,1702,36.5,0
1703,1703,36.5,0
1704,1704,36.5,0
1705,1705,36.5,0
1706,1706,36.5,0
1707,1707,36.4,0.2
1708,1708,36.4,0.2
1709,1709,36.5,0
1710,1710,36.4,0.2
1711,1711,6.00155,60.9969
1712,1712,36.5,0
1713,1713,36.5,0
1714,1714,36.5,0
1715,1715,17.18222,38.38605
1716,1716,36.5,0
1717,1717,36.5,0
1718,1718,17.9364,37.12719
1719,1719,36.5,0
1720,1720,26.28589,20.42822
1721,1721,6.22374,60.55252
1722,1722,36.4,0.2
1723,1723,36.5,0
1724,1724,18.05178,36.89643
1725,1725,36.5,0
1726,1726,36.5,0
1727,1727,36.5,0
1728,1728,36.5,0
1729,1729,36.5,0
1730,1730,17.94013,37.11973
1731,1731,17.63826,37.22414
1732,1732,36.5,0
1733,1733,36.5,0
1734,1734,36.5,0
1735,1735,36.5,0
1736,1736,36.5,0
1737,1737,36.5,0
1738,1738,36.5,0
1739,1739,36.5,0
1740,1740,36.5,0
1741,1741,26.75284,19.49432
1742,1742,36.5,0
1743,1743,36.5,0
1744,1744,36.5,0
1745,1745,36.4,0.2
1746,1746,36.5,0
1747,1747,36.3,0.4
1748,1748,17.94112,37.11776
1749,1749,36.5,0
1750,1750,-0.79158,45.67309
1751,1751,36.5,0
1752,1752,36.5,0
1753,1753,36.5,0
1754,1754,36.5,0
1755,1755,36.5,0
1756,1756,36.5,0
1757,1757,36.5,0
1758,1758,36.5,0
1759,1759,36.5,0
1760,1760,36.5,0
1761,1761,36.5,0
1762,1762,36.5,0
1763,1763,36.5,0
1764,1764,36.4,0.2
1765,1765,36.5,0
1766,1766,36.5,0
1767,1767,36.5,0
1768,1768,36.5,0
1769,1769,36.5,0
1770,1770,36.5,0
1771,1771,36.4,0.2
1772,1772,36.5,0
1773,1773,14.11263,44.77473
1774,1774,36.5,0
1775,1775,16.14337,40.71326
1776,1776,36.5,0
1777,1777,36.5,0
1778,1778,36.5,0
1779,1779,36.5,0
1780,1780,36.5,0
1781,1781,18.7127,35.5746
1782,1782,19.26732,34.46536
1783,1783,36.5,0
1784,1784,11.34243,50.06552
1785,1785,36.5,0
1786,1786,36.5,0
1787,1787,28.99971,15.00058
1788,1788,36.5,0
1789,1789,36.5,0
1790,1790,36.5,0
1791,1791,36.5,0
1792,1792,36.5,0
1793,1793,36.4,0.2
1794,1794,36.4,0.2
1795,1795,36.5,0
1796,1796,36.5,0
1797,1797,36.5,0
1798,1798,36.5,0
1799,1799,36.5,0
1800,1800,26.28149,20.43701
1801,1801,36.5,0
1802,1802,17.1515,38.69699
1803,1803,18.32249,36.35502
1804,1804,36.5,0
1805,1805,36.5,0
1806,1806,36.4,0.2
1807,1807,26.59013,19.81973
1808,1808,36.5,0
1809,1809,36.5,0
1810,1810,36.5,0
1811,1811,36.5,0
1812,1812,36.5,0
1813,1813,36.5,0
1814,1814,18.74276,22.25323
1815,1815,36.5,0
1816,1816,36.5,0
1817,1817,36.5,0
1818,1818,36.5,0
1819,1819,29.19826,14.60348
1820,1820,36.5,0
1821,1821,19.44225,34.11551
1822,1822,36.5,0
1823,1823,36.5,0
1824,1824,36.5,0
1825,1825,36.5,0
1826,1826,36.5,0
1827,1827,18.11059,36.77881
1828,1828,36.5,0
1829,1829,36.5,0
1830,1830,36.5,0
1831,1831,36.5,0
1832,1832,36.5,0
1833,1833,36.5,0
1834,1834,36.5,0
1835,1835,36.5,0
1836,1836,36.5,0
1837,1837,36.5,0
1838,1838,36.5,0
1839,1839,36.5,0
1840,1840,36.5,0
1841,1841,36.5,0
1842,1842,36.5,0
1843,1843,36.5,0
1844,1844,36.5,0
1845,1845,36.8,0.24495
1846,1846,15.78396,42.43208
1847,1847,17.29385,39.4123
1848,1848,37,0
1849,1849,37,0
1850,1850,27.86511,18.02082
1851,1851,36.5,0.63246
1852,1852,25.9479,18.35523
1853,1853,36.8,0.24495
1854,1854,36.4,0.2
1855,1855,16.99398,39.01203
1856,1856,36.5,0
1857,1857,36.5,0
1858,1858,36.4,0.2
1859,1859,36.5,0
1860,1860,36.5,0
1861,1861,36.3,0.24495
1862,1862,18.45307,35.59457
1863,1863,35.9,0.37417
1864,1864,36,0
1865,1865,18.13243,36.73514
1866,1866,36.3,0.24495
1867,1867,20.4,5.97829
1868,1868,36.1,0.2
1869,1869,36.4,0.2
1870,1870,36.1,0.2
1871,1871,36.1,0.2
1872,1872,36.2,0.24495
1873,1873,36.1,0.2
1874,1874,36,0
1875,1875,36,0
1876,1876,36.1,0.2
1877,1877,36.2,0.24495
1878,1878,36.1,0.2
1879,1879,36,0
1880,1880,36.1,0.2
1881,1881,36,0
1882,1882,36.1,0.2
1883,1883,36.1,0.2
1884,1884,36,0
1885,1885,35.9,0.2
1886,1886,36,0
1887,1887,36.1,0.2
1888,1888,36,0
1889,1889,36,0
1890,1890,36,0
1891,1891,36,0
1892,1892,36,0
1893,1893,36,0
1894,1894,36,0
1895,1895,36.1,0.2
1896,1896,36,0
1897,1897,36,0
1898,1898,36,0
1899,1899,36.1,0.2
1900,1900,36.1,0.2
1901,1901,36,0
1902,1902,36,0
1903,1903,36,0
1904,1904,36,0
1905,1905,36,0
1906,1906,36,0
1907,1907,36.1,0.2
1908,1908,36,0
1909,1909,36,0
1910,1910,36,0
1911,1911,36,0
1912,1912,36,0
1913,1913,36,0
1914,1914,36,0
1915,1915,26.55406,18.89188
1916,1916,36,0
1917,1917,16.65454,38.44141
1918,1918,36.1,0.2
1919,1919,36,0
1920,1920,36,0
1921,1921,36,0
1922,1922,36.1,0.2
1923,1923,26.26516,19.46968
1924,1924,35.8,0.24495
1925,1925,35.9,0.2
1926,1926,36,0
1927,1927,36,0
1928,1928,36,0
1929,1929,21.5061,28.9878
1930,1930,24.46994,23.06012
1931,1931,36,0
1932,1932,13.52178,44.95643
1933,1933,36,0
1934,1934,36,0
1935,1935,36.1,0.2
1936,1936,36.3,0.24495
1937,1937,36.1,0.2
1938,1938,36.3,0.24495
1939,1939,18.45492,35.59087
1940,1940,36.5,0
1941,1941,36.3,0.24495
1942,1942,36.4,0.2
1943,1943,36.3,0.24495
1944,1944,36.3,0.24495
1945,1945,36.2,0.24495
1946,1946,36,0
1947,1947,36.2,0.24495
1948,1948,36.3,0.24495
1949,1949,36,0
1950,1950,36,0
1951,1951,36,0
1952,1952,36,0.31623
1953,1953,36,0
1954,1954,36.2,0.24495
1955,1955,24.92623,22.14755
1956,1956,36,0
1957,1957,36,0
1958,1958,36.1,0.2
1959,1959,36,0
1960,1960,36,0
1961,1961,36,0
1962,1962,36.3,0.4
1963,1963,36.5,0
1964,1964,36.5,0
1965,1965,36.5,0
1966,1966,36.5,0
1967,1967,36.5,0
1968,1968,36.5,0
1969,1969,36.5,0
1970,1970,36.5,0
1971,1971,36.4,0.2
1972,1972,36.5,0
1973,1973,36.5,0
1974,1974,36.5,0
1975,1975,36.5,0
1976,1976,36.5,0
1977,1977,36.5,0
1978,1978,36.5,0
1979,1979,36.5,0
1980,1980,36.5,0
1981,1981,36.5,0
1982,1982,36.5,0
1983,1983,36.5,0
1984,1984,36.5,0
1985,1985,36.5,0
1986,1986,36.5,0
1987,1987,36.5,0
1988,1988,36.5,0
1989,1989,36.5,0
1990,1990,36.5,0
1991,1991,36.5,0
1992,1992,36.5,0
1993,1993,36.5,0
1994,1994,36.5,0
1995,1995,36.5,0
1996,1996,36.5,0
1997,1997,36.5,0
1998,1998,36.5,0
1999,1999,36.5,0
